,ENTITY_CD,AVG_TEACHER_RATING,DISTRICT_BEDS,DISTRICT_NAME,SCHOOL_NAME,TESTED,AVG_TEST_LEVEL,FORCED_CLUSTER,NUM_FREE_LUNCH,PER_FREE_LUNCH,NUM_REDUCED_LUNCH,PER_REDUCED_LUNCH,NUM_LEP,PER_LEP,NUM_AM_IND,PER_AM_IND,NUM_BLACK,PER_BLACK,NUM_HISP,PER_HISP,NUM_ASIAN,PER_ASIAN,NUM_WHITE,PER_WHITE,NUM_Multi,PER_Multi,NUM_SWD,PER_SWD,NUM_FEMALE,PER_FEMALE,NUM_MALE,PER_MALE,NUM_ECDIS,PER_ECDIS,DISTRICT_CD,CSO_NAME,STREET,CITY,PHONE,GRADE_RANGE,NUM_TEACH,NUM_NO_VALID_CERT,PER_NO_VALID_CERT,NUM_TEACH_OUT_CERT,PER_TEACH_OUT_CERT,NUM_FEWER_3YRS_EXP,PER_FEWER_3YRS_EXP,NUM_MAS_PLUS,PER_MAS_PLUS,NUM_CORE,PER_NOT_HQ,NUM_CLASS,NUM_NO_APPROP_CERT,PER_NO_APPROP_CERT,PER_TURN_FIVE_YRS,PER_TURN_ALL,NUM_FT_OTH_PROF_STAFF,NUM_PT_OTH_PROF_STAFF,NUM_FT_PARAPROFESSIONALS,NUM_PT_PARAPROFESSIONALS,NUM_FT_ASST_PRINCIPALS,NUM_PT_ASST_PRINCIPALS,NUM_FT_PRINCIPALS,NUM_PT_PRINCIPALS
44,310400011555,89.33333333333333,310400010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,CENTRAL PARK EAST HIGH SCHOOL,98,3.0900000000000003,1,396,82,39,8,17,4,2,0,122,25,318,66,25,5,13,3,3,1,75.0,16.0,328.0,68.0,155.0,32.0,435.0,90.0,31040001.0,BENNETT LIEBERMAN,1573 MADISON AVE-RM 321,NEW YORK,2128605929.0,"9-12, US",27.0,0.0,0.0,5.0,19.0,4.0,15.0,12.0,44.0,94.0,11.0,124.0,16.0,13.0,18.0,11.0,6,0,0,0,2,0,1,0
45,310400011680,84.0,310400010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,HERITAGE SCHOOL (THE),82,1.71,0,290,83,24,7,27,8,1,0,109,31,228,66,3,1,5,1,2,1,102.0,29.0,190.0,55.0,158.0,45.0,314.0,90.0,31040001.0,DYANAND SUGRIM,1680 LEXINGTON AVE,NEW YORK,2128282858.0,"9-12, US",22.0,0.0,0.0,4.0,18.0,2.0,9.0,11.0,50.0,92.0,13.0,104.0,17.0,16.0,0.0,16.0,2,0,0,0,2,1,1,0
46,310500011304,72.05555555555556,310500010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,MOTT HALL HIGH SCHOOL,219,1.6600000000000001,0,361,85,18,4,39,9,0,0,153,36,264,62,3,1,3,1,1,0,90.0,21.0,173.0,41.0,251.0,59.0,379.0,89.0,31050001.0,ALTAGARCIA VILLALONA,6 EDGECOMBE AVE,NEW YORK,2126905501.0,"9-12, US",18.0,0.0,0.0,5.0,28.0,4.0,22.0,6.0,33.0,61.0,13.0,89.0,13.0,15.0,67.0,33.0,2,0,0,0,1,0,1,0
47,310500011367,75.04166666666667,310500010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL,63,1.44,0,246,79,11,4,54,17,1,0,164,53,137,44,2,1,5,2,1,0,83.0,27.0,136.0,44.0,174.0,56.0,257.0,83.0,31050001.0,RHOKEISHA FORD,509 W 129TH ST,NEW YORK,2122343102.0,"6-12, US",26.0,0.0,0.0,6.0,23.0,6.0,23.0,8.0,31.0,89.0,12.0,136.0,18.0,13.0,9.0,16.0,3,0,0,0,2,0,1,0
48,310500011499,83.95588235294117,310500010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,FREDERICK DOUGLASS ACADEMY,212,2.43,0,1029,70,64,4,36,2,4,0,1083,73,327,22,20,1,19,1,21,1,169.0,11.0,667.0,45.0,807.0,55.0,1093.0,74.0,31050001.0,JOSEPH GATES,2581 7TH AVE,NEW YORK,2124914107.0,"6-12, UE, US",80.0,2.0,3.0,19.0,24.0,6.0,8.0,36.0,45.0,490.0,17.0,559.0,119.0,21.0,35.0,15.0,6,0,0,0,6,0,1,0
49,310500011670,85.73333333333333,310500010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CHANGE,133,2.1799999999999997,0,418,73,24,4,10,2,0,0,446,78,123,21,3,1,2,0,1,0,86.0,15.0,290.0,50.0,285.0,50.0,442.0,77.0,31050001.0,SEAN DAVENPORT,200-214 W 135TH ST,NEW YORK,2122838055.0,6-12,32.0,1.0,3.0,8.0,25.0,3.0,9.0,14.0,44.0,124.0,18.0,143.0,30.0,21.0,0.0,23.0,2,0,0,0,2,0,1,0
50,310500011692,90.80645161290323,310500010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY,121,4.35,1,191,42,44,10,0,0,4,1,41,9,109,24,166,37,116,26,18,4,15.0,3.0,147.0,32.0,307.0,68.0,235.0,52.0,31050001.0,CRYSTAL BONDS,240 CONVENT AVE,NEW YORK,2122816490.0,9-12,30.0,1.0,3.0,3.0,10.0,0.0,0.0,20.0,67.0,115.0,4.0,145.0,15.0,10.0,,7.0,4,0,0,0,2,0,1,0
51,310600010187,85.625,310600010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,PS/IS 187 HUDSON CLIFFS,26,3.43,1,323,41,45,6,69,9,4,1,21,3,429,55,21,3,284,36,23,3,115.0,15.0,392.0,50.0,390.0,50.0,368.0,47.0,31060001.0,CYNTHIA CHORY,349 CABRINI BLVD,NEW YORK,2129278218.0,K-8,48.0,2.0,4.0,3.0,6.0,9.0,19.0,15.0,31.0,125.0,10.0,165.0,14.0,8.0,25.0,17.0,5,0,0,0,2,0,1,0
52,310600010324,90.27272727272727,310600010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,MS 324 PATRIA MIRABAL,38,3.5,1,401,89,17,4,158,35,1,0,50,11,385,85,7,2,9,2,0,0,110.0,24.0,218.0,48.0,234.0,52.0,418.0,92.0,31060001.0,JANET HELLER,21 JUMEL PL,NEW YORK,2129234057.0,"6-8, UE, US",33.0,1.0,3.0,4.0,12.0,6.0,18.0,10.0,30.0,69.0,16.0,87.0,12.0,14.0,0.0,12.0,3,0,0,0,2,0,1,0
53,310600011293,86.83333333333333,310600010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,CITY COLLEGE ACADEMY OF THE ARTS,76,3.03,1,463,78,64,11,26,4,1,0,25,4,556,93,4,1,9,2,0,0,86.0,14.0,339.0,57.0,256.0,43.0,527.0,89.0,31060001.0,BERNEDETTE DRYSDALE,4600 BROADWAY,NEW YORK,2125673164.0,6-12,40.0,0.0,0.0,14.0,35.0,2.0,5.0,14.0,35.0,127.0,35.0,149.0,57.0,38.0,9.0,8.0,4,0,0,0,3,0,1,0
54,310600011346,89.23684210526316,310600010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,88,2.06,0,538,90,11,2,175,29,0,0,38,6,548,92,1,0,7,1,2,0,119.0,20.0,294.0,49.0,302.0,51.0,549.0,92.0,31060001.0,MARK HOUSE,504 W 158TH ST,NEW YORK,2125683401.0,"6-12, US",43.0,1.0,2.0,4.0,9.0,10.0,23.0,9.0,21.0,146.0,5.0,209.0,13.0,6.0,12.0,20.0,4,0,0,0,2,0,1,0
55,310600011348,90.31818181818181,310600010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,42,2.33,0,525,80,3,0,107,16,0,0,10,2,637,98,2,0,2,0,2,0,129.0,20.0,280.0,43.0,373.0,57.0,528.0,81.0,31060001.0,BRETT KIMMEL,511 W 182ND ST,NEW YORK,2127810524.0,6-12,48.0,0.0,0.0,21.0,44.0,5.0,10.0,13.0,27.0,169.0,15.0,223.0,76.0,34.0,11.0,10.0,5,0,0,0,3,0,1,0
56,310600011463,80.82608695652173,310600010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,HIGH SCHOOL FOR MEDIA & COMMUNICATIONS ,53,1.83,0,463,86,18,3,174,32,1,0,75,14,443,83,10,2,6,1,1,0,116.0,22.0,209.0,39.0,327.0,61.0,481.0,90.0,31060001.0,RONNI MICHELEN,549 AUDUBON AVE,NEW YORK,2129271841.0,"9-12, US",31.0,0.0,0.0,7.0,23.0,5.0,16.0,14.0,45.0,122.0,16.0,138.0,22.0,16.0,50.0,27.0,1,1,0,0,5,0,1,0
57,310600011468,78.10526315789474,310600010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,27,2.58,0,564,89,19,3,167,26,1,0,115,18,494,78,7,1,9,1,5,1,114.0,18.0,290.0,46.0,341.0,54.0,584.0,93.0,31060001.0,JAVIER TREJO,549 AUDUBON AVE,NEW YORK,2129271841.0,"9-12, US",32.0,0.0,0.0,8.0,25.0,6.0,19.0,17.0,53.0,121.0,18.0,163.0,27.0,17.0,50.0,38.0,4,1,0,0,4,0,2,0
58,310600011540,82.96428571428571,310600010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,209,2.3000000000000003,0,1044,76,56,4,77,6,3,0,437,32,839,61,65,5,16,1,14,1,141.0,10.0,692.0,50.0,682.0,50.0,1100.0,80.0,31060001.0,DAVID FANNING,433 W 135TH ST,NEW YORK,2129260113.0,"9-12, US",66.0,0.0,0.0,15.0,23.0,8.0,12.0,33.0,50.0,255.0,15.0,315.0,48.0,15.0,22.0,16.0,8,0,0,0,5,0,1,0
59,320700010029,82.71052631578948,320700010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,PS/MS 29 MELROSE SCHOOL,6,3.0,1,664,95,25,4,116,17,1,0,226,32,450,64,15,2,3,0,4,1,179.0,26.0,340.0,49.0,359.0,51.0,689.0,99.0,32070001.0,MEREDITH GOTLIN,758 COURTLANDT AVE,BRONX,7182923785.0,"PK-8, UE",52.0,0.0,0.0,3.0,6.0,19.0,37.0,16.0,31.0,120.0,4.0,160.0,15.0,9.0,13.0,14.0,8,0,0,0,2,0,1,0
60,320700010296,80.42857142857143,320700010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,6,3.17,1,324,86,3,1,46,12,5,1,140,37,230,61,3,1,0,0,0,0,102.0,27.0,203.0,54.0,175.0,46.0,327.0,87.0,32070001.0,ROSHONE AULT,778 FOREST AVE,BRONX,7184010059.0,"6-8, UE",31.0,1.0,3.0,10.0,32.0,6.0,19.0,11.0,35.0,86.0,27.0,106.0,40.0,38.0,29.0,21.0,3,0,0,0,1,0,1,0
61,320700010298,72.6,320700010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,ACADEMY OF PUBLIC RELATIONS,6,3.0,1,302,86,5,1,105,30,1,0,84,24,265,75,1,0,1,0,0,0,93.0,26.0,178.0,51.0,174.0,49.0,307.0,87.0,32070001.0,AMY ANDINO,778 FOREST AVE,BRONX,7186658866.0,"6-8, US",24.0,0.0,0.0,2.0,8.0,10.0,42.0,4.0,17.0,35.0,9.0,50.0,4.0,8.0,67.0,30.0,2,0,0,0,1,1,1,0
62,320700011221,87.52173913043478,320700010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL,53,2.41,0,594,92,25,4,36,6,2,0,166,26,462,72,6,1,7,1,1,0,154.0,24.0,328.0,51.0,316.0,49.0,619.0,96.0,32070001.0,ELLEN REDDON FLANAGAN,360 E 145TH ST,BRONX,7182922211.0,"6-12, US",45.0,1.0,2.0,29.0,64.0,12.0,27.0,11.0,24.0,255.0,29.0,312.0,101.0,32.0,18.0,21.0,6,0,0,0,4,0,1,0
63,320700011500,77.14285714285714,320700010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,HOSTOS-LINCOLN ACADEMY OF SCIENCE,73,2.04,0,394,74,22,4,36,7,2,0,111,21,389,73,21,4,3,1,5,1,86.0,16.0,284.0,53.0,247.0,47.0,416.0,78.0,32070001.0,NICHOLAS PAARLBERG,600 ST ANN'S AVE,BRONX,7185184333.0,6-12,35.0,1.0,3.0,6.0,17.0,3.0,9.0,16.0,46.0,165.0,13.0,206.0,34.0,17.0,0.0,9.0,3,0,0,0,2,0,1,0
64,320700011527,79.53846153846153,320700010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,108,1.9100000000000001,0,445,86,31,6,75,15,1,0,181,35,313,61,11,2,4,1,5,1,117.0,23.0,213.0,41.0,302.0,59.0,476.0,92.0,32070001.0,KATHERINE CALLAGHAN,730 CONCOURSE VILLAGE W,BRONX,7182927171.0,"9-12, US",37.0,2.0,5.0,8.0,22.0,14.0,38.0,2.0,5.0,137.0,26.0,173.0,40.0,23.0,14.0,14.0,5,0,0,0,3,0,1,0
65,320700011551,80.70731707317073,320700010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (THE),32,2.1500000000000004,0,513,89,20,3,80,14,0,0,169,29,395,68,4,1,7,1,2,0,131.0,23.0,314.0,54.0,263.0,46.0,533.0,92.0,32070001.0,JEFFREY GARRETT,339 MORRIS AVE,BRONX,7184014891.0,"6-12, UE",44.0,1.0,2.0,16.0,36.0,20.0,45.0,8.0,18.0,197.0,24.0,239.0,62.0,26.0,48.0,33.0,2,0,0,0,2,0,1,0
66,320700011670,83.62962962962963,320700010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,HEALTH OPPORTUNITIES HIGH SCHOOL,64,2.0100000000000002,0,493,85,22,4,68,12,4,1,206,35,347,60,16,3,7,1,2,0,115.0,20.0,389.0,67.0,193.0,33.0,515.0,88.0,32070001.0,JULIE MCHEDLISHVILI,350 GERARD AVE,BRONX,7184011826.0,"9-12, US",33.0,0.0,0.0,6.0,18.0,6.0,18.0,13.0,39.0,112.0,15.0,170.0,26.0,15.0,20.0,9.0,3,0,0,0,3,0,1,0
67,320800010125,84.52173913043478,320800010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,JHS 125 HENRY HUDSON ,26,3.27,1,418,93,17,4,93,21,6,1,55,12,258,57,114,25,15,3,2,0,96.0,21.0,235.0,52.0,215.0,48.0,435.0,97.0,32080001.0,LORIANNE DIMARCO-EVANKO,1111 PUGSLEY AVE,BRONX,7188225186.0,"6-8, UE, US",30.0,0.0,0.0,3.0,10.0,2.0,7.0,14.0,47.0,58.0,7.0,71.0,7.0,10.0,0.0,24.0,2,0,0,0,3,0,1,0
68,320800010302,73.1025641025641,320800010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,MS 302 LUISA DESSUS CRUZ,14,3.0700000000000003,1,558,93,15,3,136,23,1,0,141,24,449,75,3,1,6,1,0,0,164.0,27.0,282.0,47.0,318.0,53.0,574.0,96.0,32080001.0,LIZA ORTIZ,681 KELLY ST,BRONX,7182926070.0,"6-8, UE, US",40.0,1.0,3.0,13.0,33.0,14.0,35.0,8.0,20.0,92.0,24.0,111.0,27.0,24.0,57.0,45.0,9,0,0,0,3,0,1,0
69,320800010371,81.57142857142857,320800010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,URBAN INSTITUTE OF MATHEMATICS,24,3.29,1,187,65,28,10,13,4,1,0,40,14,153,53,12,4,83,29,0,0,70.0,24.0,144.0,50.0,145.0,50.0,215.0,74.0,32080001.0,JENNIFER JOYNT,650 HOLLYWOOD AVE,BRONX,7188236042.0,"6-8, UE, US",17.0,0.0,0.0,3.0,18.0,5.0,29.0,5.0,29.0,72.0,14.0,82.0,11.0,13.0,17.0,45.0,7,0,0,0,1,0,1,0
70,320800010467,80.3125,320800010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,MOTT HALL COMMUNITY SCHOOL,26,3.3099999999999996,1,168,65,35,14,21,8,0,0,28,11,175,68,6,2,48,19,0,0,85.0,33.0,129.0,50.0,128.0,50.0,203.0,79.0,32080001.0,JUANA ROSARIO,650 HOLLYWOOD AVE,BRONX,7188293254.0,"6-8, UE, US",20.0,1.0,5.0,5.0,25.0,6.0,30.0,4.0,20.0,62.0,21.0,75.0,14.0,19.0,45.0,42.0,4,0,0,0,1,0,2,0
71,320800011269,82.4,320800010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,87,1.74,0,432,79,2,0,72,13,3,1,116,21,419,76,5,1,5,1,0,0,122.0,22.0,301.0,55.0,247.0,45.0,434.0,79.0,32080001.0,DAVID VAZQUEZ,928 SIMPSON ST,BRONX,7188935158.0,"6-12, US",37.0,1.0,3.0,15.0,41.0,10.0,27.0,9.0,24.0,171.0,23.0,221.0,67.0,30.0,50.0,22.0,6,0,0,0,3,0,1,0
72,320800011305,76.51724137931035,320800010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES,119,1.4700000000000002,0,236,72,2,1,50,15,2,1,85,26,219,67,16,5,4,1,0,0,103.0,32.0,116.0,36.0,210.0,64.0,239.0,73.0,32080001.0,DAVID LIU,1980 LAFAYETTE AVE,BRONX,7188241682.0,"9-12, US",27.0,0.0,0.0,3.0,11.0,8.0,30.0,7.0,26.0,103.0,10.0,125.0,15.0,12.0,18.0,24.0,5,0,0,0,2,0,1,0
73,320800011367,80.71739130434783,320800010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",36,2.92,1,463,72,56,9,27,4,2,0,218,34,368,57,42,7,11,2,1,0,147.0,23.0,252.0,39.0,390.0,61.0,521.0,81.0,32080001.0,MIRIAM LAZAR,456 WHITE PLAINS RD,BRONX,7186175046.0,"6-12, US",48.0,0.0,0.0,5.0,10.0,8.0,17.0,16.0,33.0,169.0,8.0,244.0,20.0,8.0,5.0,13.0,5,0,0,0,2,0,1,1
74,320800011405,82.5702479338843,320800010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,HERBERT H LEHMAN HIGH SCHOOL,107,2.02,0,1351,66,115,6,191,9,17,1,478,23,1194,58,155,8,211,10,2,0,500.0,24.0,765.0,37.0,1292.0,63.0,1466.0,71.0,32080001.0,ROSE LOBIANCO,3000 E TREMONT AVE,BRONX,7189044200.0,"9-12, US",140.0,1.0,1.0,19.0,14.0,10.0,7.0,52.0,37.0,648.0,9.0,867.0,83.0,10.0,67.0,29.0,21,1,0,0,8,0,1,0
75,320800011432,72.38461538461539,320800010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,BRONX BRIDGES HIGH SCHOOL,52,1.5499999999999998,0,256,80,0,0,265,83,4,1,25,8,266,83,20,6,5,2,0,0,37.0,12.0,145.0,45.0,175.0,55.0,256.0,80.0,32080001.0,PABLO VILLAVICENCIO,1980 LAFAYETTE AVE,BRONX,7188292984.0,"9-12, US",25.0,1.0,4.0,13.0,52.0,12.0,48.0,5.0,20.0,92.0,41.0,121.0,52.0,43.0,9.0,25.0,3,0,0,0,1,0,1,0
76,320800011519,75.5,320800010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY,21,2.19,0,265,81,11,3,35,11,3,1,84,26,230,70,5,2,6,2,1,0,86.0,26.0,176.0,53.0,153.0,47.0,276.0,84.0,32080001.0,GRISMALDY LABOY-WILSON,1440 STORY AVE,BRONX,7188605110.0,"9-12, US",24.0,0.0,0.0,2.0,8.0,11.0,46.0,10.0,42.0,86.0,9.0,116.0,11.0,9.0,57.0,48.0,4,0,0,0,1,0,1,0
77,320800011530,69.71428571428571,320800010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,BANANA KELLY HIGH SCHOOL,45,1.59,0,281,81,5,1,47,14,1,0,125,36,217,63,2,1,2,1,0,0,97.0,28.0,163.0,47.0,184.0,53.0,286.0,82.0,32080001.0,CHARLETTE POPE,965 LONGWOOD AVE,BRONX,7188601242.0,"9-12, US",28.0,0.0,0.0,21.0,75.0,13.0,46.0,8.0,29.0,149.0,46.0,198.0,98.0,49.0,29.0,21.0,5,0,0,0,2,0,1,0
78,320800011561,82.92857142857143,320800010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,BRONX COMPASS HIGH SCHOOL,40,1.7200000000000002,0,132,71,4,2,13,7,0,0,71,38,105,56,3,2,3,2,4,2,54.0,29.0,68.0,37.0,118.0,63.0,136.0,73.0,32080001.0,STACY MCCOY,1980 LAFAYETTE AVE,BRONX,,9-10,20.0,0.0,0.0,5.0,25.0,13.0,65.0,3.0,15.0,50.0,28.0,53.0,14.0,26.0,14.0,11.0,1,0,0,0,1,0,1,0
79,320900010004,73.97368421052632,320900010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,PS/MS 4 CROTONA PARK WEST,19,3.11,1,478,94,21,4,53,10,1,0,265,52,235,46,2,0,5,1,1,0,108.0,21.0,247.0,49.0,262.0,51.0,500.0,98.0,32090001.0,VINCENT RESTO,1701 FULTON AVE,BRONX,7185836655.0,"K-8, UE, US",37.0,0.0,0.0,4.0,11.0,27.0,73.0,7.0,19.0,89.0,9.0,109.0,10.0,9.0,61.0,53.0,2,0,0,0,3,0,1,0
80,320900010218,82.13725490196079,320900010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,28,3.61,1,705,76,2,0,327,35,4,0,67,7,817,88,38,4,4,0,1,0,150.0,16.0,491.0,53.0,440.0,47.0,707.0,76.0,32090001.0,LETICIA ROSARIO,1220 GERARD AVE,BRONX,7184107230.0,K-8,63.0,2.0,3.0,8.0,13.0,15.0,24.0,18.0,29.0,192.0,10.0,235.0,26.0,11.0,17.0,25.0,8,0,0,0,2,0,1,0
81,320900010219,79.0,320900010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,IS 219 NEW VENTURE SCHOOL,16,3.1900000000000004,1,341,92,7,2,112,30,1,0,148,40,218,59,3,1,0,0,0,0,94.0,25.0,185.0,50.0,185.0,50.0,348.0,94.0,32090001.0,DOMINIC CIPOLLONE,3630 3RD AVE,BRONX,7186817093.0,"6-8, UE, US",29.0,0.0,0.0,5.0,17.0,0.0,0.0,13.0,45.0,72.0,14.0,88.0,12.0,14.0,57.0,19.0,8,0,0,0,2,0,1,0
82,320900010232,80.47619047619048,320900010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,IS 232,50,3.08,1,508,94,8,1,204,38,0,0,114,21,422,78,1,0,3,1,0,0,120.0,22.0,238.0,44.0,302.0,56.0,516.0,96.0,32090001.0,NEIFI ACOSTA,1700 MACOMBS RD,BRONX,7185837007.0,"6-8, US",27.0,1.0,4.0,9.0,33.0,5.0,19.0,11.0,41.0,66.0,33.0,85.0,30.0,35.0,50.0,41.0,5,0,0,0,1,0,1,0
83,320900010303,86.8,320900010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,IS 303 LEADERSHIP & COMM SERVICE,17,3.4699999999999998,1,324,98,1,0,39,12,0,0,81,25,246,75,0,0,2,1,0,0,117.0,36.0,160.0,49.0,169.0,51.0,325.0,99.0,32090001.0,PATRICIA BENTLEY,1700 MACOMBS RD,BRONX,7185835466.0,6-8,29.0,0.0,0.0,5.0,17.0,8.0,28.0,4.0,14.0,68.0,16.0,94.0,14.0,15.0,18.0,21.0,2,0,0,0,1,0,1,0
84,320900010323,78.51851851851852,320900010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,BRONX WRITING ACADEMY,8,3.0,1,455,91,7,1,147,29,0,0,165,33,323,65,8,2,3,1,0,0,104.0,21.0,260.0,52.0,239.0,48.0,463.0,93.0,32090001.0,KAMAR SAMUELS,270 E 167TH ST,BRONX,7182939048.0,"6-8, UE",41.0,2.0,5.0,14.0,34.0,13.0,32.0,13.0,32.0,94.0,33.0,113.0,43.0,38.0,23.0,11.0,4,0,0,0,2,0,1,0
85,320900010327,86.1875,320900010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,169,2.9299999999999997,1,504,92,24,4,56,10,0,0,131,24,408,75,0,0,6,1,1,0,128.0,23.0,266.0,49.0,280.0,51.0,528.0,97.0,32090001.0,MANUEL RAMIREZ,1501 JEROME AVE,BRONX,7188610852.0,6-10,37.0,0.0,0.0,9.0,24.0,7.0,19.0,6.0,16.0,142.0,9.0,180.0,33.0,18.0,0.0,10.0,4,0,0,0,3,0,1,0
86,320900010339,79.73913043478261,320900010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,IS 339,14,3.14,1,566,94,5,1,174,29,0,0,187,31,402,67,5,1,7,1,0,0,156.0,26.0,260.0,43.0,341.0,57.0,571.0,95.0,32090001.0,KIM OUTERBRIDGE,1600 WEBSTER AVE,BRONX,7185836767.0,"6-8, UE, US",58.0,1.0,2.0,8.0,14.0,12.0,21.0,17.0,29.0,147.0,25.0,183.0,38.0,21.0,20.0,29.0,9,0,0,0,3,0,1,0
87,320900010454,85.15151515151516,320900010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,SCIENCE AND TECHNOLOGY ACADEMY:  A MOTT HALL SCHOOL,28,3.25,1,368,89,12,3,73,18,1,0,108,26,292,71,10,2,2,0,0,0,87.0,21.0,153.0,37.0,260.0,63.0,380.0,92.0,32090001.0,PATRICK AWOSOGBA,250 E 164TH ST,BRONX,7182934017.0,"6-8, UE",33.0,1.0,3.0,7.0,21.0,7.0,21.0,3.0,9.0,99.0,28.0,116.0,30.0,26.0,15.0,16.0,3,0,0,0,1,0,1,0
88,320900011231,81.10810810810811,320900010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,EAGLE ACADEMY FOR YOUNG MEN,37,2.48,0,454,70,65,10,26,4,2,0,402,62,234,36,0,0,2,0,7,1,173.0,27.0,0.0,0.0,647.0,100.0,519.0,80.0,32090001.0,JONATHAN FOY,4143 3RD AVE,BRONX,7184668000.0,"6-12, US",41.0,1.0,2.0,14.0,34.0,5.0,12.0,11.0,27.0,149.0,26.0,202.0,56.0,28.0,29.0,11.0,5,0,0,0,3,0,1,0
89,320900011241,83.55555555555556,320900010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,122,2.5100000000000002,0,511,84,51,8,65,11,2,0,202,33,384,63,9,1,8,1,0,0,122.0,20.0,297.0,49.0,308.0,51.0,562.0,93.0,32090001.0,DAVID KRULWICH,1595 BATHGATE AVE,BRONX,7184667800.0,"6-12, UE",45.0,1.0,2.0,24.0,53.0,15.0,33.0,10.0,22.0,121.0,38.0,173.0,92.0,53.0,30.0,21.0,3,0,0,0,3,0,1,0
